Date,RET_Q1,VBAR_Q1,RET_Q2,VBAR_Q2,RET_Q3,VBAR_Q3,RET_Q4,VBAR_Q4,RET_Q5,VBAR_Q5
1999-01-05,0.2386749323888136,,0.31278772473116484,,1.2075808847026268,,0.7586295549136326,,2.371338567661341,
1999-01-06,1.2060537993030158,,1.4150181122351593,,1.5660320627482787,,2.160330990747264,,3.0573564855700517,
1999-01-07,-0.3376130612036802,,-0.902851440259518,,-0.8592652774363156,,-0.653695451472191,,0.38813705657225184,
1999-01-08,0.11690037180205161,,0.05428834704375319,,0.08085922703605727,,1.1741305968489963,,1.1458690310194866,
1999-01-11,-1.3122744587722783,,-0.5069253949982522,,-1.383157029187222,,0.279915175811212,,0.07572344765624558,
1999-01-12,-0.8507727135339991,,-0.7255101152411424,,-1.5118884508130421,,-2.003534521446129,,-1.2471145021635455,
1999-01-13,-0.37009873251957737,,-0.8055511754271669,,-0.9315445881203505,,-1.4547264295195272,,-0.6531765919509716,
1999-01-14,-0.7876366919468523,,-1.6394787927090677,,-1.5448876030417913,,-1.306876937857619,,-1.5997758732382,
1999-01-15,1.0903658083047487,,1.4880001901206688,,2.4759169668500447,,2.003423704343945,,2.616434238883579,
1999-01-19,-0.44823999273209575,,-0.2470097776080496,,-0.3214897952704057,,0.1548077840171964,,1.0827226253665077,
1999-01-20,-0.4495653219140201,,-0.3197718053544954,,-0.38472360673046613,,-0.3769418088387607,,-0.5113214109847163,
1999-01-21,-0.4646736474612351,,-1.0339571300818793,,-0.3050907847787772,,-1.5637696961980634,,-2.425388280386621,
1999-01-22,-0.5283757069025937,,-0.5056992113110387,,-0.4097722022410529,,-0.6572469140275689,,-0.7773299965757846,
1999-01-25,0.24779345292038846,,0.8216697865117171,,0.49828221207154977,,0.21202732816025394,,0.25895049656640323,
1999-01-26,0.02128426708369352,,0.001234454683208063,,0.27687213504410274,,1.337842457130811,,1.628404217211738,
1999-01-27,-0.8420589168896956,,-0.7363559307597028,,-0.9362407369258912,,-0.32723070153000294,,-0.6573162728715579,
1999-01-28,0.36777217700249326,,0.7990061774274193,,0.9623547821998406,,1.483043860833757,,1.3120596227313823,
1999-01-29,-0.24169647251033868,,0.3461283689920754,,0.19776463664449326,,1.7136683696691357,,2.2450193053968217,
1999-02-01,-0.6630763670838838,,-0.30124746918276113,,-0.32393389221318014,,-0.015355698852655556,,-0.28885915899490255,
1999-02-02,-0.21102168172146638,,-0.20481672632688724,,-1.1910045734444787,,-0.7980094477739152,,-1.5294132903830648,
1999-02-03,0.2109194766582486,,0.6309226484295053,,1.8298961187516352,,1.751847331981814,,1.639708929255999,
1999-02-04,-0.7195649441115654,,-0.778749738713029,,-0.917601512575495,,-0.5934393496147893,,-2.177381673393719,
1999-02-05,0.09774263878816697,,0.09946030374398036,,-0.07789520568755258,,-0.23411796895808581,,-1.211161376956949,
1999-02-08,0.32366006324475144,,-0.19385376594490492,,-0.351082881570707,,0.45864253781959213,,1.2767324811554905,
1999-02-09,-0.9198667171767596,,-1.3052319918694208,,-1.6955588276299238,,-2.0574911881338505,,-2.7807178144042055,
1999-02-10,-0.5816968991855818,,-0.11787788233339803,,0.4885757774590518,,0.24894896724726084,,-0.6327235669735285,
1999-02-11,0.2963069511839915,,1.0742804904215797,,2.2128161233734436,,2.034466582240834,,3.74936017876465,
1999-02-12,-1.640698839229617,,-0.8246109354391524,,-1.41691298586473,,-1.772469741460208,,-1.8314514348115862,
1999-02-16,0.29466132266485223,,0.30964450350345946,,1.0941094568638892,,0.5377862231928877,,0.5578778777736928,
1999-02-17,-0.5204294133485377,,-0.4117315920055349,,-0.91329279872323,,-0.8695419037537766,,-2.233457268980419,
1999-02-18,0.9902517694777119,,0.6196991030047576,,1.0346651783635832,,0.46335265508553036,,0.7468845365875264,
1999-02-19,0.06826219093073611,,-0.4320940239931103,,0.13504671916545183,,0.2086835772441334,,0.8972276604445207,
1999-02-22,1.5275138255859175,,1.9385122169729547,,2.0931616303932192,,2.680725554738716,,2.605230739869604,
1999-02-23,-1.0175268555991566,,-0.42114187856523444,,-0.2933575404388713,,0.30578401686146955,,0.9247753264391754,
1999-02-24,-0.664583423253625,,-0.7516124602670247,,-1.5008180808422418,,-1.031141643857872,,-0.673326603457921,
1999-02-25,-0.3203507886431609,,-0.7732765944039083,,-0.5361991784983224,,-0.8054006337166622,,-1.3101320302905477,
1999-02-26,-0.33303666910631013,,0.4406347250266968,,-0.23639308626025946,,-0.6943184779765105,,-1.4629628851986434,
1999-03-01,0.17327601609997945,,-0.3105729275900553,,0.3495749948241571,,0.8425217767837861,,0.10533630631376861,
1999-03-02,0.15889035994448922,,0.2773085913763547,,-0.07048631766221582,,-0.4598753678992648,,0.038782774496182754,
1999-03-03,0.15374500795566448,,0.35665757303448514,,-0.10072362827419538,,-0.7288005388225643,,0.17578772049236016,
1999-03-04,1.391359194458618,,1.4310606138762227,,1.2881304451661792,,1.232816162560117,,1.8050408313961506,
1999-03-05,1.6688805397529636,,1.4346188555322985,,1.8139452682076533,,2.378594783433524,,2.1746018990612055,
1999-03-08,-0.403730246031266,,-0.09716823117850945,,0.16188441007580703,,0.29046716613149404,,1.2983523036470344,
1999-03-09,-0.8290533200863636,,-0.6350379406674792,,-0.38507502987288866,,-0.02914236509194028,,-0.8590757909238191,
1999-03-10,0.4678585173009323,,0.827196233522952,,1.0280490970948108,,0.773274053403452,,1.2469802929137215,
1999-03-11,0.17360784242615301,,0.827501535839621,,0.7473142563154136,,0.9841024869124178,,-0.00935464263616386,
1999-03-12,0.038579001785670634,,0.29399330024666626,,-0.06766996437946259,,-1.1323140506704632,,-1.237052024480033,
1999-03-15,0.328212532843355,,-0.2519080582230708,,0.7775515555760267,,1.1554040053937558,,1.150990601135837,
1999-03-16,-0.5089499291480502,,-0.01880005415446663,,-0.23736270758510009,,-0.5685313154819381,,0.7743180727584491,
1999-03-17,0.33599407125348923,,-0.3441006521941358,,-0.5722424933607544,,-0.38487134575931564,,0.6650493103082096,
1999-03-18,0.31165183852449585,,1.3057857850284846,,0.8776373850596215,,0.5241082849028432,,1.4395627101429265,
1999-03-19,-0.6788878114501179,,-0.46574145837562503,,-1.151574026623026,,-0.9750421316991211,,-1.378958445634512,
1999-03-22,-0.4017683815113784,,-0.5698085016720017,,-0.6242599173132345,,-0.7418637740636851,,-1.0562554138007212,
1999-03-23,-1.6559904159144645,,-1.8356575925308907,,-1.9917057816039998,,-2.6236201678427515,,-2.7451488233516135,
1999-03-24,0.5597698711955552,,0.8462145942102074,,0.8045490544356746,,0.6609389802502753,,0.7707897647941714,
1999-03-25,0.2987368206119271,,1.1663447953137316,,1.0059423455025913,,1.86973072090881,,2.108115873304933,
1999-03-26,-0.8003673834617889,,-0.29933977872755413,,-0.8885195497683983,,-0.32339986777610674,,-0.04116965987414006,
1999-03-29,1.14886076682239,,1.0830608971300433,,1.955676373196927,,1.6716849326685375,,1.9406912537144032,
1999-03-30,-1.062082182470891,,-0.8526263640505347,,-1.323050598591904,,-0.8258338261008198,,-0.9798080405134415,
1999-03-31,-0.6436086636514217,,-0.4317198825555294,,-0.5729430470186485,,-0.032420685149440645,,-0.6349917988135805,
1999-04-01,0.1486468497080157,,0.13289710590713275,,0.12320089036891864,,0.11267267085674747,,0.993636462056483,
1999-04-05,0.5034582960606269,,1.4902277304754046,,0.8951871129089739,,1.474500867432024,,1.6878359612134624,
1999-04-06,-0.9968044091172535,,-0.39036289415464154,,-0.5273259643910759,,-0.3094836790968359,,-0.32519853462777804,
1999-04-07,-0.15662260681662213,,0.49347576422399025,,0.23900324076668367,,0.11956029691825537,,-1.2552353244108803,
1999-04-08,1.1673650329589889,,1.0116938205927672,,0.6302128817138362,,1.0083334686820034,,0.6289795639809145,
1999-04-09,0.3551775648731162,,0.482716751214508,,0.44370505397502513,,0.9876507772494896,,0.28312052538663857,
1999-04-12,1.376552891830441,,1.3108248043009376,,1.1429177353874072,,0.28392862460391705,,-0.25651269923985554,
1999-04-13,0.029053376086443816,,-0.18129867433101904,,-0.3792541259659818,,-0.47719688259986215,,-0.4604989002020529,
1999-04-14,-0.4486097299190166,,-0.2400946176357214,,0.8224949998607024,,1.0494190558801324,,1.264415248386207,
1999-04-15,1.0075390109906017,,0.3484830185906436,,1.8363426526507058,,1.011767079420324,,2.015627211209305,
1999-04-16,0.9708076361782734,,0.8826241639153841,,1.0311095944139765,,0.5691868277692335,,0.5959322163703018,
1999-04-19,0.8259044722421545,,-0.4893071322201627,,0.5310942965282697,,-0.5549080108725734,,-2.5431570034735276,
1999-04-20,0.7874798612572417,,0.5380007814794704,,0.12548248265651651,,-0.06540168430737987,,1.256466874139447,
1999-04-21,1.9525678868347898,,2.0780329581636874,,0.6252288827175579,,0.27729648334300055,,3.161173844963917,
1999-04-22,0.23995035275912374,,0.4162565011406927,,0.6058874651078077,,1.0881934884138376,,0.40034008922769726,
1999-04-23,-0.22177333704734215,,0.20307519409037555,,0.1461533853326522,,0.25954130255361013,,0.9193449058573002,
1999-04-26,-0.07474748634465923,,-0.2526886129184067,,-0.02659129085429811,,-0.05084115994335461,,-0.23137151361281838,
1999-04-27,0.6912837548692935,,0.7534070598805183,,0.7587782486250936,,0.40455288706611425,,1.3649774696131185,
1999-04-28,0.6408701532002683,,0.11603060235752735,,0.6555312210015737,,-0.07108648515834173,,-2.0049894778786355,
1999-04-29,0.43680040134870285,,0.07640193680209878,,0.21127544974810614,,0.1414207063968791,,0.05979108103994599,
1999-04-30,-0.2681174475385893,,0.020941485596895182,,-0.7611306837385536,,-0.5669146344789145,,-0.04310930807662653,
1999-05-03,1.495458971560509,,1.224096083060258,,1.9858656968676915,,1.6952154920012532,,1.4908572109077152,
1999-05-04,-1.0795307788623532,,-0.6617422237794596,,-0.8940445841897774,,-1.0936274794166563,,-1.2455678788928966,
1999-05-05,0.26547049650483795,,0.15599242289115114,,0.8458605581287563,,0.2579359985915204,,0.8465167852323119,
1999-05-06,-0.20983175803417978,,-0.10875068799450219,,-0.7791222613524285,,-0.5265663303875315,,-1.5404154495438531,
1999-05-07,0.477743393210058,,0.48640634390593157,,0.7134177698389066,,0.8047944580409692,,1.2126562093670417,
1999-05-10,-0.21910560194403372,,-0.6990935340766514,,-0.1265389834434772,,-0.08035347326596531,,0.7271764748848696,
1999-05-11,0.850496393335623,,0.8935513240241696,,1.126266218147148,,0.922696063409578,,0.631031823741173,
1999-05-12,-0.38444841657887563,,0.41205746068680066,,0.6673412370263961,,0.04686014628031758,,1.3913059557237222,
1999-05-13,1.2126940345584618,,0.7814220360240706,,0.5592838486994368,,-0.05069782628312621,,-0.05432555128452574,
1999-05-14,-0.9243251582349881,,-1.4919497416299805,,-2.110167330061999,,-1.9841943858102167,,-2.4828255230220333,
1999-05-17,0.2493670521506413,,-0.47978783833196226,,-0.2814969842655097,,-0.7961470441316367,,-0.5414722930424519,
1999-05-18,-0.49481419517539477,,-0.42508990072078123,,-0.4796465144487485,,-0.35228667174842665,,0.01680937968151316,
1999-05-19,0.9583372853373076,,0.9878129765220357,,1.00516676435511,,1.553707316694124,,0.675641984501178,
1999-05-20,0.7366947092763998,,-0.07463073237381206,,-0.1987343205529058,,0.409617327933022,,-0.04163173111418267,
1999-05-21,0.27535001860479,,-0.25624300179285975,,-0.5566443427337905,,-0.20759402203295957,,-0.12074318693645607,
1999-05-24,-0.822889319221487,,-0.9480642487238806,,-0.82046354973156,,-1.7688022251042606,,-2.7528778405767604,
1999-05-25,-0.40559539077076356,,-1.0185241705696881,,-1.3999829994764927,,-1.3420961093647157,,-2.4303569157412386,
1999-05-26,0.5527753655533634,,0.53256388147352,,1.0578692029590184,,0.7205188117124549,,0.6518607292608607,
1999-05-27,-1.6424176422689556,,-1.1133136922437707,,-1.5008632632457204,,-1.6655428544553448,,-0.2680849939238183,
1999-05-28,1.563693536085072,,0.7323167533542548,,1.1158603489632521,,1.171714440257031,,1.5745256374202508,
1999-06-01,-0.3267804439843052,,0.12444071993833504,,-0.42601067814720794,,0.33480718253529623,,-0.47182923811360644,
