"Date","AdjClose","Volume","LogRet"
"2000-01-04",1399.42004394531,1.009e+09,-0.0390991753409375
"2000-01-05",1402.10998535156,1085500000,0.00192033796158597
"2000-01-06",1403.44995117188,1092300000,0.0009552217400568
"2000-01-07",1441.46997070312,1225200000,0.0267299497298703
"2000-01-10",1457.59997558594,1064800000,0.0111278248731397
"2000-01-11",1438.56005859375,1.014e+09,-0.013148576788903
"2000-01-12",1432.25,974600000,-0.0043960196786097
"2000-01-13",1449.68005371094,1030400000,0.0120962451654174
"2000-01-14",1465.15002441406,1085900000,0.0106147634973404
"2000-01-18",1455.14001464844,1056700000,-0.00685551697673503
"2000-01-19",1455.90002441406,1087800000,0.000522156873621782
"2000-01-20",1445.56994628906,1100700000,-0.00712061256986107
"2000-01-21",1441.35998535156,1209800000,-0.00291656813395313
"2000-01-24",1401.53002929688,1115800000,-0.0280225842284594
"2000-01-25",1410.03002929688,1073700000,0.00604648360304072
"2000-01-26",1404.08996582031,1117300000,-0.00422161976666757
"2000-01-27",1398.56005859375,1129500000,-0.00394620402448265
"2000-01-28",1360.16003417969,1095800000,-0.0278408127297336
"2000-01-31",1394.4599609375,993800000,0.0249048505291247
"2000-02-01",1409.28002929688,9.81e+08,0.0105717409154069
"2000-02-02",1409.11999511719,1038600000,-0.000113563850747234
"2000-02-03",1424.96997070312,1146500000,0.0111853476979196
"2000-02-04",1424.36999511719,1045100000,-0.000421133035722221
"2000-02-07",1424.23999023438,918100000,-9.12760143165769e-05
"2000-02-08",1441.71997070312,1047700000,0.0121984936725941
"2000-02-09",1411.7099609375,1050500000,-0.0210351170597516
"2000-02-10",1416.82995605469,1058800000,0.00362024285277673
"2000-02-11",1387.11999511719,1025700000,-0.02119229898919
"2000-02-14",1389.93994140625,927300000,0.00203088685354924
"2000-02-15",1402.05004882812,1092100000,0.00867494755307963
"2000-02-16",1387.67004394531,1018800000,-0.0103093728166801
"2000-02-17",1388.26000976562,1034800000,0.000425058137474288
"2000-02-18",1346.08996582031,1042300000,-0.0308471030816921
"2000-02-22",1352.17004394531,9.8e+08,0.00450667348111544
"2000-02-23",1360.68994140625,993700000,0.00628113910633754
"2000-02-24",1353.43005371094,1.215e+09,-0.00534973031624553
"2000-02-25",1333.35998535156,1065200000,-0.0149400893854352
"2000-02-28",1348.05004882812,1026500000,0.0109570787459798
"2000-02-29",1366.42004394531,1204300000,0.0135350730966461
"2000-03-01",1379.18994140625,1274100000,0.00930211472848175
"2000-03-02",1381.76000976562,1198600000,0.00186172813499397
"2000-03-03",1409.17004394531,1150300000,0.0196428537973814
"2000-03-06",1391.28002929688,1.029e+09,-0.0127767019942109
"2000-03-07",1355.61999511719,1314100000,-0.0259652971202895
"2000-03-08",1366.69995117188,1.203e+09,0.00814012860693403
"2000-03-09",1401.68994140625,1.123e+09,0.0252795704034234
"2000-03-10",1395.06994628906,1138800000,-0.00473405493968482
"2000-03-13",1383.61999511719,1016100000,-0.00824130523312938
"2000-03-14",1359.15002441406,1.094e+09,-0.0178437271754159
"2000-03-15",1392.14001464844,1302800000,0.0239826197730331
"2000-03-16",1458.46997070312,1482300000,0.0465457788590511
"2000-03-17",1464.46997070312,1295100000,0.00410546131475886
"2000-03-20",1456.63000488281,920800000,-0.00536783041363442
"2000-03-21",1493.86999511719,1065900000,0.0252445130804961
"2000-03-22",1500.64001464844,1.075e+09,0.00452162860946093
"2000-03-23",1527.34997558594,1078300000,0.017642498044502
"2000-03-24",1527.4599609375,1052200000,7.20079834062304e-05
"2000-03-27",1523.85998535156,9.01e+08,-0.00235961965289544
"2000-03-28",1507.72998046875,959100000,-0.0106413844066005
"2000-03-29",1508.52001953125,1061900000,0.000523855171532084
"2000-03-30",1487.92004394531,1193400000,-0.0137498496204334
"2000-03-31",1498.57995605469,1227400000,0.00713876268551594
"2000-04-03",1505.96997070312,1021700000,0.00491922566176228
"2000-04-04",1494.72998046875,1515460000,-0.00749161394802744
"2000-04-05",1487.36999511719,1110300000,-0.0049361190810604
"2000-04-06",1501.33996582031,1.008e+09,0.00934856351298308
"2000-04-07",1516.34997558594,891600000,0.00994809529485785
"2000-04-10",1504.4599609375,853700000,-0.0078721113213831
"2000-04-11",1500.58996582031,971400000,-0.00257566253538943
"2000-04-12",1467.17004394531,1175900000,-0.0225229361754105
"2000-04-13",1440.51000976562,1.032e+09,-0.0183381808216607
"2000-04-14",1356.56005859375,1279700000,-0.060045097522023
"2000-04-17",1401.43994140625,1204700000,0.0325481108133401
"2000-04-18",1441.60998535156,1109400000,0.0282602968007044
"2000-04-19",1427.46997070312,1001400000,-0.00985690838193509
"2000-04-20",1434.5400390625,896200000,0.00494064151900719
"2000-04-24",1429.85998535156,868700000,-0.00326774042421807
"2000-04-25",1477.43994140625,1071100000,0.0327342935409902
"2000-04-26",1460.98999023438,999600000,-0.0111965392435973
"2000-04-27",1464.92004394531,1.111e+09,0.00268638203397398
"2000-04-28",1452.43005371094,984600000,-0.00856261067630459
"2000-05-01",1468.25,966300000,0.010833162628904
"2000-05-02",1446.2900390625,1011500000,-0.0150695315329274
"2000-05-03",1415.09997558594,991600000,-0.0218015011639103
"2000-05-04",1409.56994628906,925800000,-0.00391552748820967
"2000-05-05",1432.63000488281,805500000,0.0162272640983279
"2000-05-08",1424.17004394531,787600000,-0.00592270059019473
"2000-05-09",1412.14001464844,896600000,-0.00848292407271511
"2000-05-10",1383.05004882812,1006400000,-0.0208150540471355
"2000-05-11",1407.81005859375,953600000,0.01774410644515
"2000-05-12",1420.9599609375,858200000,0.00929732496896207
"2000-05-15",1452.35998535156,854600000,0.0218571374325824
"2000-05-16",1466.0400390625,955500000,0.00937510539631781
"2000-05-17",1447.80004882812,820500000,-0.0125197182640964
"2000-05-18",1437.2099609375,807900000,-0.00734148957518066
"2000-05-19",1406.94995117188,853700000,-0.0212795008342983
"2000-05-22",1400.71997070312,8.69e+08,-0.00443783697282196
"2000-05-23",1373.85998535156,869900000,-0.0193620835591028
"2000-05-24",1399.05004882812,1152300000,0.0181691840985208
"2000-05-25",1381.52001953125,984500000,-0.012609113327974
"2000-05-26",1378.02001953125,722600000,-0.00253665598412844
"2000-05-30",1422.44995117188,844200000,0.0317330022412738
"2000-05-31",1420.59997558594,960500000,-0.00130140229309905
"2000-06-01",1448.81005859375,960100000,0.0196632698740293
"2000-06-02",1477.26000976562,1162400000,0.0194464568964205
"2000-06-05",1467.63000488281,838600000,-0.00654016901200816
"2000-06-06",1457.83996582031,950100000,-0.00669299340404272
"2000-06-07",1471.35998535156,854600000,0.00923126844668154
"2000-06-08",1461.67004394531,854300000,-0.00660748547662671
"2000-06-09",1456.94995117188,7.86e+08,-0.00323447169990754
"2000-06-12",1446,774100000,-0.00754405228380506
"2000-06-13",1469.43994140625,935900000,0.0160802122174424
"2000-06-14",1470.5400390625,929700000,0.000748370883408178
"2000-06-15",1478.72998046875,1011400000,0.00555389123684691
"2000-06-16",1464.4599609375,1250800000,-0.00969705091141826
"2000-06-19",1486,921700000,0.0146013991327152
"2000-06-20",1475.94995117188,1031500000,-0.00678612911232879
"2000-06-21",1479.13000488281,1009600000,0.00215226321168416
"2000-06-22",1452.18005371094,1022700000,-0.0183881677470179
