"Ticker","Sector","OBS","RET","Volume","AdjClose"
"SP500","Index","2000-01-04",-3.90991753409375,1.009e+09,1399.42004394531
"SP500","Index","2000-01-05",0.192033796158597,1085500000,1402.10998535156
"SP500","Index","2000-01-06",0.09552217400568,1092300000,1403.44995117188
"SP500","Index","2000-01-07",2.67299497298703,1225200000,1441.46997070312
"SP500","Index","2000-01-10",1.11278248731397,1064800000,1457.59997558594
"SP500","Index","2000-01-11",-1.3148576788903,1.014e+09,1438.56005859375
"SP500","Index","2000-01-12",-0.43960196786097,974600000,1432.25
"SP500","Index","2000-01-13",1.20962451654174,1030400000,1449.68005371094
"SP500","Index","2000-01-14",1.06147634973404,1085900000,1465.15002441406
"SP500","Index","2000-01-18",-0.685551697673503,1056700000,1455.14001464844
"SP500","Index","2000-01-19",0.0522156873621782,1087800000,1455.90002441406
"SP500","Index","2000-01-20",-0.712061256986107,1100700000,1445.56994628906
"SP500","Index","2000-01-21",-0.291656813395313,1209800000,1441.35998535156
"SP500","Index","2000-01-24",-2.80225842284594,1115800000,1401.53002929688
"SP500","Index","2000-01-25",0.604648360304072,1073700000,1410.03002929688
"SP500","Index","2000-01-26",-0.422161976666757,1117300000,1404.08996582031
"SP500","Index","2000-01-27",-0.394620402448265,1129500000,1398.56005859375
"SP500","Index","2000-01-28",-2.78408127297336,1095800000,1360.16003417969
"SP500","Index","2000-01-31",2.49048505291247,993800000,1394.4599609375
"SP500","Index","2000-02-01",1.05717409154069,9.81e+08,1409.28002929688
"SP500","Index","2000-02-02",-0.0113563850747234,1038600000,1409.11999511719
"SP500","Index","2000-02-03",1.11853476979196,1146500000,1424.96997070312
"SP500","Index","2000-02-04",-0.0421133035722221,1045100000,1424.36999511719
"SP500","Index","2000-02-07",-0.00912760143165769,918100000,1424.23999023438
"SP500","Index","2000-02-08",1.21984936725941,1047700000,1441.71997070312
"SP500","Index","2000-02-09",-2.10351170597516,1050500000,1411.7099609375
"SP500","Index","2000-02-10",0.362024285277673,1058800000,1416.82995605469
"SP500","Index","2000-02-11",-2.119229898919,1025700000,1387.11999511719
"SP500","Index","2000-02-14",0.203088685354924,927300000,1389.93994140625
"SP500","Index","2000-02-15",0.867494755307963,1092100000,1402.05004882812
"SP500","Index","2000-02-16",-1.03093728166801,1018800000,1387.67004394531
"SP500","Index","2000-02-17",0.0425058137474288,1034800000,1388.26000976562
"SP500","Index","2000-02-18",-3.08471030816921,1042300000,1346.08996582031
"SP500","Index","2000-02-22",0.450667348111544,9.8e+08,1352.17004394531
"SP500","Index","2000-02-23",0.628113910633754,993700000,1360.68994140625
"SP500","Index","2000-02-24",-0.534973031624553,1.215e+09,1353.43005371094
"SP500","Index","2000-02-25",-1.49400893854352,1065200000,1333.35998535156
"SP500","Index","2000-02-28",1.09570787459798,1026500000,1348.05004882812
"SP500","Index","2000-02-29",1.35350730966461,1204300000,1366.42004394531
"SP500","Index","2000-03-01",0.930211472848175,1274100000,1379.18994140625
"SP500","Index","2000-03-02",0.186172813499397,1198600000,1381.76000976562
"SP500","Index","2000-03-03",1.96428537973814,1150300000,1409.17004394531
"SP500","Index","2000-03-06",-1.27767019942109,1.029e+09,1391.28002929688
"SP500","Index","2000-03-07",-2.59652971202895,1314100000,1355.61999511719
"SP500","Index","2000-03-08",0.814012860693403,1.203e+09,1366.69995117188
"SP500","Index","2000-03-09",2.52795704034234,1.123e+09,1401.68994140625
"SP500","Index","2000-03-10",-0.473405493968482,1138800000,1395.06994628906
"SP500","Index","2000-03-13",-0.824130523312938,1016100000,1383.61999511719
"SP500","Index","2000-03-14",-1.78437271754159,1.094e+09,1359.15002441406
"SP500","Index","2000-03-15",2.39826197730331,1302800000,1392.14001464844
"SP500","Index","2000-03-16",4.65457788590511,1482300000,1458.46997070312
"SP500","Index","2000-03-17",0.410546131475886,1295100000,1464.46997070312
"SP500","Index","2000-03-20",-0.536783041363442,920800000,1456.63000488281
"SP500","Index","2000-03-21",2.52445130804961,1065900000,1493.86999511719
"SP500","Index","2000-03-22",0.452162860946093,1.075e+09,1500.64001464844
"SP500","Index","2000-03-23",1.7642498044502,1078300000,1527.34997558594
"SP500","Index","2000-03-24",0.00720079834062304,1052200000,1527.4599609375
"SP500","Index","2000-03-27",-0.235961965289544,9.01e+08,1523.85998535156
"SP500","Index","2000-03-28",-1.06413844066005,959100000,1507.72998046875
"SP500","Index","2000-03-29",0.0523855171532084,1061900000,1508.52001953125
"SP500","Index","2000-03-30",-1.37498496204334,1193400000,1487.92004394531
"SP500","Index","2000-03-31",0.713876268551594,1227400000,1498.57995605469
"SP500","Index","2000-04-03",0.491922566176228,1021700000,1505.96997070312
"SP500","Index","2000-04-04",-0.749161394802744,1515460000,1494.72998046875
"SP500","Index","2000-04-05",-0.49361190810604,1110300000,1487.36999511719
"SP500","Index","2000-04-06",0.934856351298308,1.008e+09,1501.33996582031
"SP500","Index","2000-04-07",0.994809529485785,891600000,1516.34997558594
"SP500","Index","2000-04-10",-0.78721113213831,853700000,1504.4599609375
"SP500","Index","2000-04-11",-0.257566253538943,971400000,1500.58996582031
"SP500","Index","2000-04-12",-2.25229361754105,1175900000,1467.17004394531
"SP500","Index","2000-04-13",-1.83381808216607,1.032e+09,1440.51000976562
"SP500","Index","2000-04-14",-6.0045097522023,1279700000,1356.56005859375
"SP500","Index","2000-04-17",3.25481108133401,1204700000,1401.43994140625
"SP500","Index","2000-04-18",2.82602968007044,1109400000,1441.60998535156
"SP500","Index","2000-04-19",-0.985690838193509,1001400000,1427.46997070312
"SP500","Index","2000-04-20",0.494064151900719,896200000,1434.5400390625
"SP500","Index","2000-04-24",-0.326774042421807,868700000,1429.85998535156
"SP500","Index","2000-04-25",3.27342935409902,1071100000,1477.43994140625
"SP500","Index","2000-04-26",-1.11965392435973,999600000,1460.98999023438
"SP500","Index","2000-04-27",0.268638203397398,1.111e+09,1464.92004394531
"SP500","Index","2000-04-28",-0.856261067630459,984600000,1452.43005371094
"SP500","Index","2000-05-01",1.0833162628904,966300000,1468.25
"SP500","Index","2000-05-02",-1.50695315329274,1011500000,1446.2900390625
"SP500","Index","2000-05-03",-2.18015011639103,991600000,1415.09997558594
"SP500","Index","2000-05-04",-0.391552748820967,925800000,1409.56994628906
"SP500","Index","2000-05-05",1.62272640983279,805500000,1432.63000488281
"SP500","Index","2000-05-08",-0.592270059019473,787600000,1424.17004394531
"SP500","Index","2000-05-09",-0.848292407271511,896600000,1412.14001464844
"SP500","Index","2000-05-10",-2.08150540471355,1006400000,1383.05004882812
"SP500","Index","2000-05-11",1.774410644515,953600000,1407.81005859375
"SP500","Index","2000-05-12",0.929732496896207,858200000,1420.9599609375
"SP500","Index","2000-05-15",2.18571374325824,854600000,1452.35998535156
"SP500","Index","2000-05-16",0.937510539631781,955500000,1466.0400390625
"SP500","Index","2000-05-17",-1.25197182640964,820500000,1447.80004882812
"SP500","Index","2000-05-18",-0.734148957518066,807900000,1437.2099609375
"SP500","Index","2000-05-19",-2.12795008342983,853700000,1406.94995117188
"SP500","Index","2000-05-22",-0.443783697282196,8.69e+08,1400.71997070312
"SP500","Index","2000-05-23",-1.93620835591028,869900000,1373.85998535156
"SP500","Index","2000-05-24",1.81691840985208,1152300000,1399.05004882812
"SP500","Index","2000-05-25",-1.2609113327974,984500000,1381.52001953125
"SP500","Index","2000-05-26",-0.253665598412844,722600000,1378.02001953125
"SP500","Index","2000-05-30",3.17330022412738,844200000,1422.44995117188
"SP500","Index","2000-05-31",-0.130140229309905,960500000,1420.59997558594
"SP500","Index","2000-06-01",1.96632698740293,960100000,1448.81005859375
"SP500","Index","2000-06-02",1.94464568964205,1162400000,1477.26000976562
"SP500","Index","2000-06-05",-0.654016901200816,838600000,1467.63000488281
"SP500","Index","2000-06-06",-0.669299340404272,950100000,1457.83996582031
"SP500","Index","2000-06-07",0.923126844668154,854600000,1471.35998535156
"SP500","Index","2000-06-08",-0.660748547662671,854300000,1461.67004394531
"SP500","Index","2000-06-09",-0.323447169990754,7.86e+08,1456.94995117188
"SP500","Index","2000-06-12",-0.754405228380506,774100000,1446
"SP500","Index","2000-06-13",1.60802122174424,935900000,1469.43994140625
"SP500","Index","2000-06-14",0.0748370883408178,929700000,1470.5400390625
"SP500","Index","2000-06-15",0.555389123684691,1011400000,1478.72998046875
"SP500","Index","2000-06-16",-0.969705091141826,1250800000,1464.4599609375
"SP500","Index","2000-06-19",1.46013991327152,921700000,1486
"SP500","Index","2000-06-20",-0.678612911232879,1031500000,1475.94995117188
"SP500","Index","2000-06-21",0.215226321168416,1009600000,1479.13000488281
"SP500","Index","2000-06-22",-1.83881677470179,1022700000,1452.18005371094
"SP500","Index","2000-06-23",-0.739556263362928,847600000,1441.47998046875
"SP500","Index","2000-06-26",0.954862659674216,8.89e+08,1455.31005859375
"SP500","Index","2000-06-27",-0.327614809188947,1042500000,1450.55004882812
"SP500","Index","2000-06-28",0.293931619194066,1095100000,1454.81994628906
"SP500","Index","2000-06-29",-0.858067456208911,1110900000,1442.39001464844
"SP500","Index","2000-06-30",0.842946180528426,1459700000,1454.59997558594
"SP500","Index","2000-07-03",1.02185212764621,451900000,1469.5400390625
"SP500","Index","2000-07-05",-1.59892961732986,1019300000,1446.22998046875
"SP500","Index","2000-07-06",0.719288187719958,947300000,1456.67004394531
"SP500","Index","2000-07-07",1.51455457642165,931700000,1478.90002441406
"SP500","Index","2000-07-10",-0.222034755068279,838700000,1475.61999511719
"SP500","Index","2000-07-11",0.355827181836865,980500000,1480.88000488281
"SP500","Index","2000-07-12",0.809745420154506,1001200000,1492.92004394531
"SP500","Index","2000-07-13",0.195393594296522,1026800000,1495.83996582031
"SP500","Index","2000-07-14",0.940849366019059,960600000,1509.97998046875
"SP500","Index","2000-07-17",0.0337702261845152,9.06e+08,1510.48999023438
"SP500","Index","2000-07-18",-1.11510594561706,908300000,1493.73999023438
"SP500","Index","2000-07-19",-0.791752597924145,909400000,1481.9599609375
"SP500","Index","2000-07-20",0.914185956935842,1064600000,1495.56994628906
"SP500","Index","2000-07-21",-1.03369508377096,968300000,1480.18994140625
"SP500","Index","2000-07-24",-1.07999082984724,880300000,1464.2900390625
"SP500","Index","2000-07-25",0.692807328598644,969400000,1474.46997070312
"SP500","Index","2000-07-26",-1.50674222857692,1235800000,1452.42004394531
"SP500","Index","2000-07-27",-0.192971127850328,1156400000,1449.61999511719
"SP500","Index","2000-07-28",-2.07220356120681,9.8e+08,1419.89001464844
"SP500","Index","2000-07-31",0.767525062029328,952600000,1430.82995605469
"SP500","Index","2000-08-01",0.506811617280789,938700000,1438.09997558594
"SP500","Index","2000-08-02",0.0417113188203366,994500000,1438.69995117188
"SP500","Index","2000-08-03",0.958766319674798,1095600000,1452.56005859375
"SP500","Index","2000-08-04",0.711375339942943,9.56e+08,1462.93005371094
"SP500","Index","2000-08-07",1.11411757069,854800000,1479.31994628906
"SP500","Index","2000-08-08",0.234973879924905,992200000,1482.80004882812
"SP500","Index","2000-08-09",-0.671935021488856,1.054e+09,1472.86999511719
"SP500","Index","2000-08-10",-0.860522107094663,940800000,1460.25
"SP500","Index","2000-08-11",0.790564158600748,835500000,1471.83996582031
"SP500","Index","2000-08-14",1.33092958812204,783800000,1491.56005859375
"SP500","Index","2000-08-15",-0.47916950366238,895900000,1484.43005371094
"SP500","Index","2000-08-16",-0.309018157826912,929800000,1479.84997558594
"SP500","Index","2000-08-17",1.09009192094796,922400000,1496.06994628906
"SP500","Index","2000-08-18",-0.291183703027009,821400000,1491.71997070312
"SP500","Index","2000-08-21",0.518857134354267,731600000,1499.47998046875
"SP500","Index","2000-08-22",-0.0900701347940291,818800000,1498.13000488281
"SP500","Index","2000-08-23",0.521952244131185,8.71e+08,1505.96997070312
"SP500","Index","2000-08-24",0.155266819140909,837100000,1508.31005859375
"SP500","Index","2000-08-25",-0.123400048553801,685600000,1506.44995117188
"SP500","Index","2000-08-28",0.505871873977704,733600000,1514.08996582031
"SP500","Index","2000-08-29",-0.281091354259555,795600000,1509.83996582031
"SP500","Index","2000-08-30",-0.481339925730317,818400000,1502.58996582031
"SP500","Index","2000-08-31",0.999262539982215,1056600000,1517.68005371094
"SP500","Index","2000-09-01",0.203390992844366,767700000,1520.77001953125
"SP500","Index","2000-09-05",-0.904282370410048,838500000,1507.07995605469
"SP500","Index","2000-09-06",-0.988892661003327,995100000,1492.25
"SP500","Index","2000-09-07",0.685200141203968,985500000,1502.51000976562
"SP500","Index","2000-09-08",-0.534534673680565,9.61e+08,1494.5
"SP500","Index","2000-09-11",-0.35123438910496,899300000,1489.26000976562
"SP500","Index","2000-09-12",-0.489358622753855,991200000,1481.98999023438
"SP500","Index","2000-09-13",0.196841475218701,1068300000,1484.91003417969
"SP500","Index","2000-09-14",-0.272443776783415,1.014e+09,1480.86999511719
"SP500","Index","2000-09-15",-1.02217189345213,1268400000,1465.81005859375
"SP500","Index","2000-09-18",-1.4637860201737,962500000,1444.51000976562
"SP500","Index","2000-09-19",1.05977864755404,1024900000,1459.90002441406
"SP500","Index","2000-09-20",-0.58807128863787,1.104e+09,1451.33996582031
"SP500","Index","2000-09-21",-0.157904106442519,1105400000,1449.05004882812
"SP500","Index","2000-09-22",-0.022781526774196,1185500000,1448.71997070312
"SP500","Index","2000-09-25",-0.671109187069341,982400000,1439.03002929688
"SP500","Index","2000-09-26",-0.824783368197934,1106600000,1427.2099609375
"SP500","Index","2000-09-27",-0.0448538205449545,1174700000,1426.56994628906
"SP500","Index","2000-09-28",2.19916192305512,1206200000,1458.2900390625
"SP500","Index","2000-09-29",-1.50479756252215,1197100000,1436.51000976562
"SP500","Index","2000-10-02",-0.0194956242968836,1051200000,1436.22998046875
"SP500","Index","2000-10-03",-0.682578809750378,1098100000,1426.4599609375
"SP500","Index","2000-10-04",0.549500862297325,1167400000,1434.31994628906
"SP500","Index","2000-10-05",0.136562623082348,1176100000,1436.28002929688
"SP500","Index","2000-10-06",-1.91833293605503,1150100000,1408.98999023438
"SP500","Index","2000-10-09",-0.4951921445981,716600000,1402.03002929688
"SP500","Index","2000-10-10",-1.07636323615052,1.044e+09,1387.02001953125
"SP500","Index","2000-10-11",-1.63035827508748,1387500000,1364.58996582031
"SP500","Index","2000-10-12",-2.58404551211067,1388600000,1329.78002929688
"SP500","Index","2000-10-13",3.28364074237788,1223900000,1374.17004394531
"SP500","Index","2000-10-16",0.0327381261937099,1005400000,1374.61999511719
"SP500","Index","2000-10-17",-1.80949774552586,1161500000,1349.96997070312
"SP500","Index","2000-10-18",-0.582444044058761,1441700000,1342.13000488281
"SP500","Index","2000-10-19",3.4153361859012,1297900000,1388.76000976562
"SP500","Index","2000-10-20",0.586574039798293,1177400000,1396.93005371094
"SP500","Index","2000-10-23",-0.0823590308256961,1046800000,1395.78002929688
"SP500","Index","2000-10-24",0.168221317892225,1158600000,1398.13000488281
"SP500","Index","2000-10-25",-2.40544491993173,1315600000,1364.90002441406
"SP500","Index","2000-10-26",-0.0337138662043657,1303800000,1364.43994140625
"SP500","Index","2000-10-27",1.10350280606637,1086300000,1379.57995605469
"SP500","Index","2000-10-30",1.37355866820981,1186500000,1398.66003417969
"SP500","Index","2000-10-31",2.17401330358777,1366400000,1429.40002441406
"SP500","Index","2000-11-01",-0.5739155817162,1206800000,1421.21997070312
"SP500","Index","2000-11-02",0.498325377812314,1167700000,1428.31994628906
"SP500","Index","2000-11-03",-0.114185598231575,997700000,1426.68994140625
"SP500","Index","2000-11-06",0.384766552695925,930900000,1432.18994140625
"SP500","Index","2000-11-07",-0.0223421504776056,880900000,1431.86999511719
"SP500","Index","2000-11-08",-1.59023224238979,909300000,1409.28002929688
"SP500","Index","2000-11-09",-0.650671437693973,1.111e+09,1400.14001464844
"SP500","Index","2000-11-10",-2.47001366290318,962500000,1365.97998046875
"SP500","Index","2000-11-13",-1.08346077286479,1129300000,1351.26000976562
"SP500","Index","2000-11-14",2.31813657059119,1118800000,1382.94995117188
"SP500","Index","2000-11-15",0.494822587973776,1066800000,1389.81005859375
"SP500","Index","2000-11-16",-1.26643901904515,956300000,1372.31994628906
"SP500","Index","2000-11-17",-0.33576006531062,1070400000,1367.71997070312
"SP500","Index","2000-11-20",-1.85221732237615,955800000,1342.61999511719
"SP500","Index","2000-11-21",0.351675698623488,1137100000,1347.34997558594
"SP500","Index","2000-11-22",-1.87216742747331,963200000,1322.35998535156
"SP500","Index","2000-11-24",1.45716444706849,404870000,1341.77001953125
"SP500","Index","2000-11-27",0.535166413853894,946100000,1348.96997070312
"SP500","Index","2000-11-28",-0.959390403194416,1028200000,1336.08996582031
"SP500","Index","2000-11-29",0.436150372729838,402100000,1341.93005371094
"SP500","Index","2000-11-30",-2.03103113003129,1186530000,1314.94995117188
"SP500","Index","2000-12-01",0.021293546845591,1195200000,1315.22998046875
"SP500","Index","2000-12-04",0.737825513253565,1.103e+09,1324.96997070312
"SP500","Index","2000-12-05",3.81833372026801,900300000,1376.5400390625
"SP500","Index","2000-12-06",-1.83876721156704,1399300000,1351.4599609375
"SP500","Index","2000-12-07",-0.587005969829413,1.128e+09,1343.55004882812
"SP500","Index","2000-12-08",1.94150543890119,1358300000,1369.89001464844
"SP500","Index","2000-12-11",0.749792548798567,1202400000,1380.19995117188
"SP500","Index","2000-12-12",-0.655665866475719,1083400000,1371.18005371094
"SP500","Index","2000-12-13",-0.819438256294269,1195100000,1359.98999023438
"SP500","Index","2000-12-14",-1.41138964578786,1061300000,1340.93005371094
"SP500","Index","2000-12-15",-2.16964112799642,1561100000,1312.15002441406
"SP500","Index","2000-12-18",0.803830352184232,1189900000,1322.73999023438
"SP500","Index","2000-12-19",-1.30426488548823,1324900000,1305.59997558594
"SP500","Index","2000-12-20",-3.17961267919369,1421600000,1264.73999023438
"SP500","Index","2000-12-21",0.79697974334243,1449900000,1274.85998535156
"SP500","Index","2000-12-22",2.40943507234856,1087100000,1305.94995117188
"SP500","Index","2000-12-26",0.705038943981506,806500000,1315.18994140625
"SP500","Index","2000-12-27",1.03855180189045,1092700000,1328.92004394531
"SP500","Index","2000-12-28",0.398021412730198,1015300000,1334.21997070312
"SP500","Index","2000-12-29",-1.05029719734313,1035500000,1320.28002929688
"SP500","Index","2001-01-02",-2.84323345214164,1129400000,1283.27001953125
"SP500","Index","2001-01-03",4.8884070208401,1880700000,1347.56005859375
"SP500","Index","2001-01-04",-1.06085463881138,2.131e+09,1333.33996582031
"SP500","Index","2001-01-05",-2.65928380658744,1430800000,1298.34997558594
"SP500","Index","2001-01-08",-0.191965263915961,1115500000,1295.85998535156
"SP500","Index","2001-01-09",0.380494124879505,1191300000,1300.80004882812
"SP500","Index","2001-01-10",0.954072765251812,1296500000,1313.27001953125
"SP500","Index","2001-01-11",1.0264836357198,1411200000,1326.81994628906
"SP500","Index","2001-01-12",-0.625237635332532,1.276e+09,1318.55004882812
"SP500","Index","2001-01-16",0.61243011332488,1205700000,1326.65002441406
"SP500","Index","2001-01-17",0.212335839778266,1349100000,1329.46997070312
"SP500","Index","2001-01-18",1.38193907796893,1.445e+09,1347.96997070312
"SP500","Index","2001-01-19",-0.403636410424646,1407800000,1342.5400390625
"SP500","Index","2001-01-22",0.0268101573827728,1.164e+09,1342.90002441406
"SP500","Index","2001-01-23",1.2947319312044,1232600000,1360.40002441406
"SP500","Index","2001-01-24",0.286272027942314,1.309e+09,1364.30004882812
"SP500","Index","2001-01-25",-0.498936590146126,1.258e+09,1357.51000976562
"SP500","Index","2001-01-26",-0.188762923012487,1.098e+09,1354.94995117188
"SP500","Index","2001-01-29",0.678170005523171,1053100000,1364.17004394531
"SP500","Index","2001-01-30",0.698343642210997,1149800000,1373.72998046875
"SP500","Index","2001-01-31",-0.563556480728611,1295300000,1366.01000976562
"SP500","Index","2001-02-01",0.544627405959908,1118800000,1373.46997070312
"SP500","Index","2001-02-02",-1.7628461911448,1048400000,1349.46997070312
"SP500","Index","2001-02-05",0.358024174174876,1.013e+09,1354.31005859375
"SP500","Index","2001-02-06",-0.15148687589015,1059600000,1352.26000976562
"SP500","Index","2001-02-07",-0.844369052364691,1158300000,1340.89001464844
"SP500","Index","2001-02-08",-0.625417066076395,1107200000,1332.53002929688
"SP500","Index","2001-02-09",-1.34252659667968,1075500000,1314.76000976562
"SP500","Index","2001-02-12",1.17578949312351,1039100000,1330.31005859375
"SP500","Index","2001-02-13",-0.868977258595915,1075200000,1318.80004882812
"SP500","Index","2001-02-14",-0.218619506321094,1150300000,1315.92004394531
"SP500","Index","2001-02-15",0.809073092924972,1153700000,1326.60998535156
"SP500","Index","2001-02-16",-1.90862870831996,1257200000,1301.53002929688
"SP500","Index","2001-02-20",-1.75089539906548,1112200000,1278.93994140625
"SP500","Index","2001-02-21",-1.86808595860759,1208500000,1255.27001953125
"SP500","Index","2001-02-22",-0.195373695116441,1365900000,1252.81994628906
"SP500","Index","2001-02-23",-0.557092475084353,1231300000,1245.85998535156
"SP500","Index","2001-02-26",1.73387691915714,1130800000,1267.65002441406
"SP500","Index","2001-02-27",-0.768939612766228,1114100000,1257.93994140625
"SP500","Index","2001-02-28",-1.44124717139444,1225300000,1239.93994140625
"SP500","Index","2001-03-01",0.103986362834085,1294900000,1241.22998046875
"SP500","Index","2001-03-02",-0.569598225848367,1.294e+09,1234.18005371094
"SP500","Index","2001-03-05",0.584103245520229,929200000,1241.41003417969
"SP500","Index","2001-03-06",0.993112088261494,1091800000,1253.80004882812
"SP500","Index","2001-03-07",0.643162989361379,1132200000,1261.89001464844
"SP500","Index","2001-03-08",0.225595104081844,1114100000,1264.73999023438
"SP500","Index","2001-03-09",-2.50757253239424,1085900000,1233.42004394531
"SP500","Index","2001-03-12",-4.41407829444378,1.229e+09,1180.16003417969
"SP500","Index","2001-03-13",1.471963013954,1360900000,1197.66003417969
"SP500","Index","2001-03-14",-2.61818930937094,1397400000,1166.7099609375
"SP500","Index","2001-03-15",0.585412551735942,1259500000,1173.56005859375
"SP500","Index","2001-03-16",-1.98191827946586,1543560000,1150.53002929688
"SP500","Index","2001-03-19",1.74731357766067,1126200000,1170.81005859375
"SP500","Index","2001-03-20",-2.4372000192959,1235900000,1142.61999511719
"SP500","Index","2001-03-21",-1.80862772659722,1346300000,1122.14001464844
"SP500","Index","2001-03-22",-0.407199556579663,1723950000,1117.57995605469
"SP500","Index","2001-03-23",1.97134959369034,1364900000,1139.82995605469
"SP500","Index","2001-03-26",1.12192005456926,1.114e+09,1152.68994140625
"SP500","Index","2001-03-27",2.52534793718251,1314200000,1182.17004394531
"SP500","Index","2001-03-28",-2.4733008530899,1333400000,1153.2900390625
"SP500","Index","2001-03-29",-0.464106090498539,1234500000,1147.94995117188
"SP500","Index","2001-03-30",1.07267091393908,1280800000,1160.32995605469
"SP500","Index","2001-04-02",-1.25402399948662,1254900000,1145.86999511719
"SP500","Index","2001-04-03",-3.49984750224515,1386100000,1106.4599609375
"SP500","Index","2001-04-04",-0.29053253613931,1425590000,1103.25
"SP500","Index","2001-04-05",4.27529129173907,1.368e+09,1151.43994140625
"SP500","Index","2001-04-06",-2.01859483777733,1266800000,1128.43005371094
"SP500","Index","2001-04-09",0.808462583936098,1062800000,1137.58996582031
"SP500","Index","2001-04-10",2.67062185920377,1349600000,1168.38000488281
"SP500","Index","2001-04-11",-0.213342171897057,1290300000,1165.89001464844
"SP500","Index","2001-04-12",1.49913935523367,1.102e+09,1183.5
"SP500","Index","2001-04-16",-0.323288918260811,913900000,1179.68005371094
"SP500","Index","2001-04-17",1.02299483394876,1109600000,1191.81005859375
"SP500","Index","2001-04-18",3.81532250988128,1918900000,1238.16003417969
"SP500","Index","2001-04-19",1.24647217535179,1486800000,1253.68994140625
"SP500","Index","2001-04-20",-0.857944939981614,1338700000,1242.97998046875
"SP500","Index","2001-04-23",-1.50934600523778,1012600000,1224.35998535156
"SP500","Index","2001-04-24",-1.22360236293586,1216500000,1209.46997070312
"SP500","Index","2001-04-25",1.581516957968,1203600000,1228.75
"SP500","Index","2001-04-26",0.468485390460049,1345200000,1234.52001953125
"SP500","Index","2001-04-27",1.48983719312064,1091300000,1253.05004882812
"SP500","Index","2001-04-30",-0.28691916032253,1266800000,1249.4599609375
"SP500","Index","2001-05-01",1.34983417044943,1181300000,1266.43994140625
"SP500","Index","2001-05-02",0.0781502095204445,1342200000,1267.43005371094
"SP500","Index","2001-05-03",-1.49844001306274,1137900000,1248.57995605469
"SP500","Index","2001-05-04",1.43371582754375,1082100000,1266.60998535156
"SP500","Index","2001-05-07",-0.245045858942206,9.49e+08,1263.51000976562
"SP500","Index","2001-05-08",-0.182996009374747,1006300000,1261.19995117188
"SP500","Index","2001-05-09",-0.449781993625376,1132400000,1255.5400390625
"SP500","Index","2001-05-10",-0.0286758651484753,1056700000,1255.18005371094
"SP500","Index","2001-05-11",-0.760545833204063,906200000,1245.67004394531
"SP500","Index","2001-05-14",0.260563998434904,858200000,1248.92004394531
"SP500","Index","2001-05-15",0.0416190998487664,1071800000,1249.43994140625
"SP500","Index","2001-05-16",2.80555245797505,1405300000,1284.98999023438
"SP500","Index","2001-05-17",0.272005392271524,1355600000,1288.48999023438
"SP500","Index","2001-05-18",0.268943235507191,1130800000,1291.9599609375
"SP500","Index","2001-05-21",1.60246640847221,1174900000,1312.82995605469
"SP500","Index","2001-05-22",-0.263133251254821,1260400000,1309.38000488281
"SP500","Index","2001-05-23",-1.56481956225241,1134800000,1289.05004882812
"SP500","Index","2001-05-24",0.319105147141485,1100700000,1293.17004394531
"SP500","Index","2001-05-25",-1.18863105883751,828100000,1277.89001464844
